Data,Hora (UTC),Temp. Ins. (C),Umi. Ins. (%)
2025-01-06,1800,24.2,70.0
2025-01-06,1900,24.0,69.0
2025-01-06,2000,23.7,73.0
2025-01-06,2100,22.9,78.0
2025-01-06,2200,22.2,84.0
2025-01-06,2300,20.6,90.0
2025-01-07,0,20.2,91.0
2025-01-07,100,19.7,94.0
2025-01-07,200,20.4,93.0
2025-01-07,300,20.8,88.0
2025-01-07,400,20.6,89.0
2025-01-07,500,20.1,92.0
2025-01-07,600,20.2,93.0
2025-01-07,700,19.9,94.0
2025-01-07,800,19.7,94.0
2025-01-07,900,19.4,95.0
2025-01-07,1000,20.5,93.0
2025-01-07,1100,21.3,87.0
2025-01-07,1200,23.7,72.0
2025-01-07,1300,24.1,70.0
2025-01-07,1400,25.0,68.0
2025-01-07,1500,25.3,66.0
2025-01-07,1600,26.1,61.0
2025-01-07,1700,26.9,56.0
2025-01-07,1800,26.7,57.0
2025-01-07,1900,27.3,55.0
2025-01-07,2000,26.8,59.0
2025-01-07,2100,25.1,61.0
2025-01-07,2200,23.8,78.0
2025-01-07,2300,22.5,84.0
2025-01-08,0,21.8,86.0
2025-01-08,100,21.6,87.0
2025-01-08,200,21.3,89.0
2025-01-08,300,20.9,90.0
2025-01-08,400,20.8,88.0
2025-01-08,500,20.1,91.0
2025-01-08,600,19.6,93.0
2025-01-08,700,19.4,93.0
2025-01-08,800,19.5,92.0
2025-01-08,900,19.3,92.0
2025-01-08,1000,19.8,90.0
2025-01-08,1100,21.2,84.0
2025-01-08,1200,22.3,78.0
2025-01-08,1300,23.2,73.0
2025-01-08,1400,23.4,75.0
2025-01-08,1500,23.8,71.0
2025-01-08,1600,25.0,69.0
2025-01-08,1700,25.6,63.0
2025-01-08,1800,23.7,74.0
2025-01-08,1900,23.2,79.0
2025-01-08,2000,23.2,73.0
2025-01-08,2100,22.7,77.0
2025-01-08,2200,22.3,80.0
2025-01-08,2300,20.0,94.0
2025-01-09,0,19.3,96.0
2025-01-09,100,19.3,97.0
2025-01-09,200,19.0,97.0
2025-01-09,300,18.9,97.0
2025-01-09,400,18.9,98.0
2025-01-09,500,18.8,98.0
2025-01-09,600,18.9,98.0
2025-01-09,700,18.9,98.0
2025-01-09,800,18.6,98.0
2025-01-09,900,18.7,98.0
2025-01-09,1000,18.8,98.0
2025-01-09,1100,18.9,98.0
2025-01-09,1200,19.1,97.0
2025-01-09,1300,19.3,96.0
2025-01-09,1400,19.7,96.0
2025-01-09,1500,20.1,93.0
2025-01-09,1600,19.9,95.0
2025-01-09,1700,21.2,85.0
2025-01-09,1800,21.1,83.0
2025-01-09,1900,21.9,78.0
2025-01-09,2000,22.2,78.0
2025-01-09,2100,21.1,79.0
2025-01-09,2200,19.9,85.0
2025-01-09,2300,18.9,92.0
2025-01-10,0,18.4,94.0
2025-01-10,100,18.8,94.0
2025-01-10,200,19.0,94.0
2025-01-10,300,18.8,95.0
2025-01-10,400,18.6,96.0
2025-01-10,500,18.6,96.0
2025-01-10,600,18.7,95.0
2025-01-10,700,18.8,95.0
2025-01-10,800,18.7,96.0
2025-01-10,900,18.8,96.0
2025-01-10,1000,19.5,94.0
2025-01-10,1100,20.0,93.0
2025-01-10,1200,20.6,91.0
2025-01-10,1300,21.4,85.0
2025-01-10,1400,22.8,81.0
2025-01-10,1500,23.8,75.0
2025-01-10,1600,22.0,91.0
2025-01-10,1700,21.6,89.0
2025-01-10,1800,24.2,76.0
2025-01-10,1900,23.1,81.0
2025-01-10,2000,23.8,84.0
2025-01-10,2100,19.2,91.0
2025-01-10,2200,20.1,95.0
2025-01-10,2300,20.0,96.0
2025-01-11,0,20.1,96.0
2025-01-11,100,19.2,97.0
2025-01-11,200,19.0,96.0
2025-01-11,300,19.1,97.0
2025-01-11,400,19.2,98.0
2025-01-11,500,19.3,98.0
2025-01-11,600,19.3,98.0
2025-01-11,700,19.3,98.0
2025-01-11,800,18.9,98.0
2025-01-11,900,19.1,98.0
2025-01-11,1000,19.2,98.0
2025-01-11,1100,19.8,98.0
2025-01-11,1200,22.6,88.0
2025-01-11,1300,24.6,77.0
2025-01-11,1400,25.3,72.0
2025-01-11,1500,26.5,64.0
2025-01-11,1600,26.3,64.0
2025-01-11,1700,26.9,60.0
2025-01-11,1800,27.9,50.0
2025-01-11,1900,29.0,48.0
2025-01-11,2000,27.6,53.0
2025-01-11,2100,26.7,57.0
2025-01-11,2200,24.3,66.0
2025-01-11,2300,22.8,75.0
2025-01-12,0,22.2,81.0
2025-01-12,100,21.6,90.0
2025-01-12,200,21.0,93.0
2025-01-12,300,20.9,94.0
2025-01-12,400,20.6,94.0
2025-01-12,500,20.6,94.0
2025-01-12,600,19.7,94.0
2025-01-12,700,19.4,93.0
2025-01-12,800,19.4,94.0
2025-01-12,900,19.2,94.0
2025-01-12,1000,19.8,94.0
2025-01-12,1100,21.2,88.0
2025-01-12,1200,22.3,82.0
2025-01-12,1300,23.7,76.0
2025-01-12,1400,24.7,71.0
2025-01-12,1500,26.2,67.0
2025-01-12,1600,27.4,57.0
2025-01-12,1700,26.6,65.0
2025-01-12,1800,24.9,77.0
2025-01-12,1900,20.9,92.0
2025-01-12,2000,19.9,96.0
2025-01-12,2100,20.0,94.0
2025-01-12,2200,19.0,92.0
2025-01-12,2300,18.5,96.0
2025-01-13,0,18.5,96.0
2025-01-13,100,19.2,97.0
2025-01-13,200,19.6,97.0
2025-01-13,300,19.6,98.0
2025-01-13,400,19.7,98.0
2025-01-13,500,19.5,98.0
2025-01-13,600,19.3,98.0
2025-01-13,700,19.0,97.0
2025-01-13,800,19.0,97.0
2025-01-13,900,19.1,98.0
2025-01-13,1000,19.5,98.0
2025-01-13,1100,20.3,95.0
2025-01-13,1200,21.8,85.0
2025-01-13,1300,23.0,82.0
2025-01-13,1400,24.6,77.0
2025-01-13,1500,25.3,71.0
2025-01-13,1600,23.1,84.0
2025-01-13,1700,21.7,91.0
2025-01-13,1800,23.0,86.0
2025-01-13,1900,21.1,89.0
2025-01-13,2000,20.3,94.0
2025-01-13,2100,20.3,96.0
2025-01-13,2200,19.5,94.0
2025-01-13,2300,19.2,96.0
2025-01-14,0,19.0,96.0
2025-01-14,100,19.0,97.0
2025-01-14,200,19.1,97.0
2025-01-14,300,19.1,98.0
2025-01-14,400,19.1,98.0
2025-01-14,500,19.1,98.0
2025-01-14,600,19.2,98.0
2025-01-14,700,19.4,98.0
2025-01-14,800,19.6,98.0
2025-01-14,900,18.5,98.0
2025-01-14,1000,18.4,98.0
2025-01-14,1100,18.7,98.0
2025-01-14,1200,19.2,97.0
2025-01-14,1300,19.9,95.0
2025-01-14,1400,20.6,93.0
2025-01-14,1500,21.6,88.0
2025-01-14,1600,21.0,91.0
2025-01-14,1700,23.3,81.0
2025-01-14,1800,22.9,83.0
2025-01-14,1900,21.7,85.0
2025-01-14,2000,21.3,84.0
2025-01-14,2100,20.8,87.0
2025-01-14,2200,20.1,90.0
2025-01-14,2300,19.4,95.0
2025-01-15,0,19.1,97.0
2025-01-15,100,18.9,97.0
2025-01-15,200,19.1,96.0
2025-01-15,300,18.7,97.0
2025-01-15,400,18.6,97.0
2025-01-15,500,18.6,97.0
2025-01-15,600,18.7,97.0
2025-01-15,700,18.6,97.0
2025-01-15,800,18.7,97.0
2025-01-15,900,18.7,98.0
2025-01-15,1000,18.9,98.0
2025-01-15,1100,19.3,98.0
2025-01-15,1200,20.3,92.0
2025-01-15,1300,21.1,88.0
2025-01-15,1400,22.5,81.0
2025-01-15,1500,22.8,79.0
2025-01-15,1600,24.3,72.0
2025-01-15,1700,24.0,73.0
2025-01-15,1800,24.7,70.0
2025-01-15,1900,23.2,76.0
2025-01-15,2000,23.8,73.0
2025-01-15,2100,21.9,78.0
2025-01-15,2200,20.6,87.0
2025-01-15,2300,20.2,88.0
2025-01-16,0,19.9,92.0
2025-01-16,100,19.6,94.0
2025-01-16,200,19.7,95.0
2025-01-16,300,19.3,97.0
2025-01-16,400,19.3,97.0
2025-01-16,500,19.3,98.0
2025-01-16,600,19.1,97.0
2025-01-16,700,19.2,97.0
2025-01-16,800,19.0,97.0
2025-01-16,900,19.0,97.0
2025-01-16,1000,19.2,96.0
2025-01-16,1100,19.7,95.0
2025-01-16,1200,20.4,91.0
2025-01-16,1300,20.7,90.0
2025-01-16,1400,20.8,91.0
2025-01-16,1500,22.5,81.0
2025-01-16,1600,21.8,85.0
2025-01-16,1700,21.1,91.0
2025-01-16,1800,19.6,95.0
2025-01-16,1900,19.9,96.0
2025-01-16,2000,19.8,96.0
2025-01-16,2100,19.6,97.0
2025-01-16,2200,19.3,97.0
2025-01-16,2300,19.2,97.0
2025-01-17,0,19.3,96.0
2025-01-17,100,19.3,96.0
2025-01-17,200,19.3,97.0
2025-01-17,300,19.2,96.0
2025-01-17,400,19.0,97.0
2025-01-17,500,18.9,97.0
2025-01-17,600,18.9,97.0
2025-01-17,700,18.8,97.0
2025-01-17,800,19.0,98.0
2025-01-17,900,18.9,97.0
2025-01-17,1000,19.1,96.0
2025-01-17,1100,19.6,95.0
2025-01-17,1200,20.2,91.0
2025-01-17,1300,22.2,81.0
2025-01-17,1400,22.7,79.0
2025-01-17,1500,24.5,70.0
2025-01-17,1600,22.7,81.0
2025-01-17,1700,24.9,70.0
2025-01-17,1800,21.9,86.0
2025-01-17,1900,24.9,72.0
2025-01-17,2000,25.2,67.0
2025-01-17,2100,24.1,71.0
2025-01-17,2200,21.8,82.0
2025-01-17,2300,20.4,89.0
2025-01-18,0,20.2,90.0
2025-01-18,100,19.9,91.0
2025-01-18,200,19.3,94.0
2025-01-18,300,19.5,95.0
2025-01-18,400,19.4,96.0
2025-01-18,500,18.9,96.0
2025-01-18,600,18.9,97.0
2025-01-18,700,19.6,97.0
2025-01-18,800,19.8,97.0
2025-01-18,900,18.5,94.0
2025-01-18,1000,19.2,95.0
2025-01-18,1100,21.5,74.0
2025-01-18,1200,23.8,67.0
2025-01-18,1300,24.9,63.0
2025-01-18,1400,26.2,55.0
2025-01-18,1500,25.1,62.0
2025-01-18,1600,25.7,65.0
2025-01-18,1700,26.3,52.0
2025-01-18,1800,27.7,46.0
2025-01-18,1900,27.3,45.0
2025-01-18,2000,27.7,47.0
2025-01-18,2100,26.9,50.0
2025-01-18,2200,25.3,59.0
2025-01-18,2300,23.4,68.0
2025-01-19,0,22.0,75.0
2025-01-19,100,20.2,86.0
2025-01-19,200,20.0,86.0
2025-01-19,300,19.8,85.0
2025-01-19,400,19.1,92.0
2025-01-19,500,18.3,90.0
2025-01-19,600,17.9,93.0
2025-01-19,700,19.2,95.0
2025-01-19,800,19.7,94.0
2025-01-19,900,18.6,96.0
2025-01-19,1000,19.5,97.0
2025-01-19,1100,19.6,95.0
2025-01-19,1200,17.7,98.0
2025-01-19,1300,20.1,92.0
2025-01-19,1400,22.3,79.0
2025-01-19,1500,22.9,67.0
2025-01-19,1600,25.4,60.0
2025-01-19,1700,25.9,56.0
2025-01-19,1800,27.8,50.0
2025-01-19,1900,26.8,50.0
2025-01-19,2000,25.4,57.0
2025-01-19,2100,21.0,76.0
2025-01-19,2200,19.6,83.0
2025-01-19,2300,19.4,86.0
2025-01-20,0,18.4,92.0
2025-01-20,100,18.1,94.0
2025-01-20,200,17.8,94.0
2025-01-20,300,17.3,96.0
2025-01-20,400,17.1,97.0
2025-01-20,500,17.1,97.0
2025-01-20,600,16.7,97.0
2025-01-20,700,17.2,97.0
2025-01-20,800,16.6,98.0
2025-01-20,900,16.8,98.0
2025-01-20,1000,19.7,97.0
2025-01-20,1100,21.8,80.0
2025-01-20,1200,24.2,69.0
2025-01-20,1300,25.6,61.0
2025-01-20,1400,25.2,61.0
2025-01-20,1500,27.3,50.0
2025-01-20,1600,27.1,51.0
2025-01-20,1700,26.0,57.0
2025-01-20,1800,28.1,48.0
2025-01-20,1900,25.0,69.0
2025-01-20,2000,20.1,92.0
2025-01-20,2100,20.2,92.0
2025-01-20,2200,19.4,94.0
2025-01-20,2300,18.8,96.0
2025-01-21,0,18.8,97.0
2025-01-21,100,18.5,96.0
2025-01-21,200,17.8,96.0
2025-01-21,300,18.0,97.0
2025-01-21,400,17.5,97.0
2025-01-21,500,17.5,97.0
2025-01-21,600,18.1,97.0
2025-01-21,700,18.1,94.0
2025-01-21,800,18.1,96.0
2025-01-21,900,19.1,94.0
2025-01-21,1000,20.2,89.0
2025-01-21,1100,22.7,80.0
2025-01-21,1300,25.4,64.0
2025-01-21,1400,25.4,63.0
2025-01-21,1500,27.3,58.0
2025-01-21,1600,27.1,56.0
2025-01-21,1700,24.6,69.0
2025-01-21,1800,19.1,95.0
2025-01-21,1900,19.6,96.0
2025-01-21,2000,21.1,89.0
2025-01-21,2100,20.6,92.0
2025-01-21,2200,20.3,94.0
2025-01-21,2300,20.2,95.0
2025-01-22,0,20.1,95.0
2025-01-22,100,19.6,96.0
2025-01-22,200,19.3,97.0
2025-01-22,300,19.4,97.0
2025-01-22,400,19.1,96.0
2025-01-22,500,18.8,97.0
2025-01-22,600,18.5,98.0
2025-01-22,700,18.7,98.0
2025-01-22,800,18.9,98.0
2025-01-22,900,18.7,96.0
2025-01-22,1000,20.7,86.0
2025-01-22,1100,22.9,75.0
2025-01-22,1200,24.8,65.0
2025-01-22,1300,26.3,63.0
2025-01-22,1400,27.1,63.0
2025-01-22,1500,28.1,58.0
2025-01-22,1600,27.9,58.0
2025-01-22,1700,28.6,56.0
2025-01-22,1800,29.1,55.0
2025-01-22,1900,29.4,49.0
2025-01-22,2000,29.3,47.0
2025-01-22,2100,27.8,52.0
2025-01-22,2200,26.6,58.0
2025-01-22,2300,21.9,70.0
2025-01-23,0,20.9,74.0
2025-01-23,100,16.6,89.0
2025-01-23,200,18.0,92.0
2025-01-23,300,19.2,87.0
2025-01-23,400,18.7,92.0
2025-01-23,500,19.1,86.0
2025-01-23,600,18.2,87.0
2025-01-23,700,18.1,86.0
2025-01-23,800,17.9,82.0
2025-01-23,900,17.2,85.0
2025-01-23,1000,18.0,84.0
2025-01-23,1100,22.9,60.0
2025-01-23,1200,24.6,55.0
2025-01-23,1300,24.2,60.0
2025-01-23,1400,26.4,53.0
2025-01-23,1500,27.1,47.0
2025-01-23,1600,27.7,47.0
2025-01-23,1700,28.6,50.0
2025-01-23,1800,28.2,50.0
2025-01-23,1900,28.6,47.0
2025-01-23,2000,28.0,49.0
2025-01-23,2100,27.7,52.0
2025-01-23,2200,26.3,59.0
2025-01-23,2300,25.8,62.0
2025-01-24,0,23.7,70.0
2025-01-24,100,24.1,65.0
2025-01-24,200,21.3,81.0
2025-01-24,300,21.2,83.0
2025-01-24,400,21.8,81.0
2025-01-24,500,20.5,90.0
2025-01-24,600,21.5,83.0
2025-01-24,700,21.4,83.0
2025-01-24,800,20.0,87.0
2025-01-24,900,19.7,85.0
2025-01-24,1000,19.9,86.0
2025-01-24,1100,20.5,83.0
2025-01-24,1200,21.5,80.0
2025-01-24,1300,23.5,78.0
2025-01-24,1400,24.8,72.0
2025-01-24,1500,26.0,65.0
2025-01-24,1600,27.4,57.0
2025-01-24,1700,27.8,56.0
2025-01-24,1800,28.4,46.0
2025-01-24,1900,28.5,46.0
2025-01-24,2000,28.3,49.0
2025-01-24,2100,26.5,55.0
2025-01-24,2200,25.6,56.0
2025-01-24,2300,24.3,63.0
2025-01-25,0,23.3,68.0
2025-01-25,100,23.1,69.0
2025-01-25,200,21.8,74.0
2025-01-25,300,22.2,70.0
2025-01-25,400,19.4,82.0
2025-01-25,500,20.3,78.0
2025-01-25,600,19.5,87.0
2025-01-25,700,20.8,79.0
2025-01-25,800,17.8,92.0
2025-01-25,900,18.1,89.0
2025-01-25,1000,21.4,78.0
2025-01-25,1100,23.7,67.0
2025-01-25,1200,25.8,61.0
2025-01-25,1300,26.4,60.0
2025-01-25,1400,26.7,58.0
2025-01-25,1500,27.8,56.0
2025-01-25,1600,28.2,51.0
2025-01-25,1700,29.3,45.0
2025-01-25,1800,29.5,47.0
2025-01-25,1900,28.6,51.0
2025-01-25,2000,28.9,47.0
2025-01-25,2100,26.9,59.0
2025-01-25,2200,25.6,59.0
2025-01-25,2300,25.0,62.0
2025-01-26,0,23.5,73.0
2025-01-26,100,23.1,75.0
2025-01-26,200,22.7,73.0
2025-01-26,300,21.8,80.0
2025-01-26,400,19.4,89.0
2025-01-26,500,18.6,93.0
2025-01-26,600,18.5,94.0
2025-01-26,700,18.5,95.0
2025-01-26,800,18.9,93.0
2025-01-26,900,18.5,95.0
2025-01-26,1000,20.8,90.0
2025-01-26,1100,23.0,78.0
2025-01-26,1200,24.6,72.0
2025-01-26,1300,25.6,62.0
2025-01-26,1400,27.0,58.0
2025-01-26,1500,27.4,55.0
2025-01-26,1600,27.8,53.0
2025-01-26,1700,28.7,52.0
2025-01-26,1800,28.0,51.0
2025-01-26,1900,29.3,48.0
2025-01-26,2000,26.6,55.0
2025-01-26,2200,23.6,74.0
2025-01-26,2300,24.0,74.0
2025-01-27,0,23.1,77.0
2025-01-27,100,21.6,81.0
2025-01-27,200,21.1,84.0
2025-01-27,300,19.7,87.0
2025-01-27,400,18.8,89.0
2025-01-27,500,18.9,92.0
2025-01-27,600,19.7,91.0
2025-01-27,700,18.4,95.0
2025-01-27,800,18.2,95.0
2025-01-27,900,18.2,97.0
2025-01-27,1000,21.4,89.0
2025-01-27,1100,22.9,78.0
2025-01-27,1200,24.7,69.0
2025-01-27,1300,26.0,64.0
2025-01-27,1400,22.8,71.0
2025-01-27,1500,24.4,71.0
2025-01-27,1600,23.1,73.0
2025-01-27,1700,24.8,69.0
2025-01-27,1800,25.3,64.0
2025-01-27,1900,25.4,68.0
2025-01-27,2000,24.3,70.0
2025-01-27,2100,23.6,74.0
2025-01-27,2200,22.2,80.0
2025-01-27,2300,21.2,82.0
2025-01-28,0,21.7,81.0
2025-01-28,100,20.5,89.0
2025-01-28,200,20.1,92.0
2025-01-28,300,19.7,92.0
2025-01-28,400,20.7,84.0
2025-01-28,500,19.0,92.0
2025-01-28,600,18.4,95.0
2025-01-28,700,18.4,96.0
2025-01-28,800,17.7,96.0
2025-01-28,900,18.6,96.0
2025-01-28,1000,20.6,89.0
2025-01-28,1100,22.2,83.0
2025-01-28,1200,24.0,79.0
2025-01-28,1300,25.3,71.0
2025-01-28,1400,26.6,60.0
2025-01-28,1500,22.7,72.0
2025-01-28,1600,22.5,78.0
2025-01-28,1700,25.0,67.0
2025-01-28,1800,25.3,63.0
2025-01-28,1900,26.0,61.0
2025-01-28,2000,26.7,57.0
2025-01-28,2100,25.7,64.0
2025-01-28,2200,23.6,73.0
2025-01-28,2300,22.0,82.0
2025-01-29,0,21.8,81.0
2025-01-29,100,21.1,86.0
2025-01-29,200,20.7,88.0
2025-01-29,300,20.1,91.0
2025-01-29,400,19.6,94.0
2025-01-29,500,18.9,94.0
2025-01-29,600,18.8,96.0
2025-01-29,700,18.9,97.0
2025-01-29,800,18.8,96.0
2025-01-29,900,19.4,96.0
2025-01-29,1000,20.9,94.0
2025-01-29,1100,22.9,82.0
2025-01-29,1200,24.2,79.0
2025-01-29,1300,24.6,74.0
2025-01-29,1400,26.8,65.0
2025-01-29,1500,26.8,60.0
2025-01-29,1600,27.4,59.0
2025-01-29,1700,29.3,54.0
2025-01-29,1800,24.8,67.0
2025-01-29,1900,22.1,66.0
2025-01-29,2000,22.5,73.0
2025-01-29,2100,22.3,73.0
2025-01-29,2200,21.4,79.0
2025-01-29,2300,21.3,79.0
2025-01-30,0,21.0,82.0
2025-01-30,100,21.0,86.0
2025-01-30,200,20.6,88.0
2025-01-30,300,20.9,82.0
2025-01-30,400,20.4,88.0
2025-01-30,500,19.5,94.0
2025-01-30,600,19.2,96.0
2025-01-30,700,19.1,97.0
2025-01-30,800,19.4,96.0
2025-01-30,900,19.2,94.0
2025-01-30,1000,17.9,97.0
2025-01-30,1100,18.4,97.0
2025-01-30,1200,21.2,87.0
2025-01-30,1300,22.0,83.0
2025-01-30,1400,22.5,81.0
2025-01-30,1500,23.6,74.0
2025-01-30,1600,24.9,67.0
2025-01-30,1700,25.0,61.0
2025-01-30,1800,25.2,63.0
2025-01-30,1900,26.5,58.0
2025-01-30,2000,25.7,63.0
2025-01-30,2100,24.7,66.0
2025-01-30,2200,22.8,76.0
2025-01-30,2300,21.6,80.0
2025-01-31,0,21.7,74.0
2025-01-31,100,21.4,83.0
2025-01-31,200,21.3,84.0
2025-01-31,300,21.2,85.0
2025-01-31,400,20.9,88.0
2025-01-31,500,20.7,90.0
2025-01-31,600,20.4,91.0
2025-01-31,700,19.9,94.0
2025-01-31,800,19.9,96.0
2025-01-31,900,18.6,94.0
2025-01-31,1000,18.6,95.0
2025-01-31,1100,19.8,92.0
2025-01-31,1200,22.2,83.0
2025-01-31,1300,23.0,78.0
2025-01-31,1400,23.2,82.0
2025-01-31,1500,26.5,65.0
2025-01-31,1600,25.3,65.0
2025-01-31,1700,19.9,93.0
2025-01-31,1800,20.4,94.0
2025-01-31,1900,21.4,84.0
2025-01-31,2000,21.4,83.0
2025-01-31,2100,21.0,84.0
2025-01-31,2200,20.6,88.0
2025-01-31,2300,18.8,96.0
2025-02-01,0,18.9,97.0
2025-02-01,100,19.0,97.0
2025-02-01,200,18.9,97.0
2025-02-01,300,18.7,98.0
2025-02-01,400,18.7,98.0
2025-02-01,500,18.5,98.0
2025-02-01,600,18.3,98.0
2025-02-01,700,18.3,98.0
2025-02-01,800,18.2,98.0
2025-02-01,900,18.2,97.0
2025-02-01,1000,18.7,97.0
2025-02-01,1100,19.6,94.0
2025-02-01,1200,20.8,88.0
2025-02-01,1300,22.2,76.0
2025-02-01,1400,22.7,71.0
2025-02-01,1500,23.6,71.0
2025-02-01,1600,24.5,69.0
2025-02-01,1700,25.6,63.0
2025-02-01,1800,26.0,70.0
2025-02-01,1900,24.6,68.0
2025-02-01,2000,21.5,78.0
2025-02-01,2100,22.3,85.0
2025-02-01,2200,21.5,86.0
2025-02-01,2300,20.7,88.0
2025-02-02,0,20.6,89.0
2025-02-02,100,20.3,91.0
2025-02-02,200,20.4,89.0
2025-02-02,300,18.7,97.0
2025-02-02,400,18.9,97.0
2025-02-02,500,18.8,98.0
2025-02-02,600,18.7,98.0
2025-02-02,700,18.0,98.0
2025-02-02,800,18.2,98.0
2025-02-02,900,18.2,98.0
2025-02-02,1000,18.4,98.0
2025-02-02,1100,19.2,97.0
2025-02-02,1200,20.2,92.0
2025-02-02,1300,20.4,90.0
2025-02-02,1400,20.6,87.0
2025-02-02,1500,22.7,76.0
2025-02-02,1600,23.3,73.0
2025-02-02,1700,25.1,68.0
2025-02-02,1800,25.1,64.0
2025-02-02,1900,24.3,67.0
2025-02-02,2000,22.8,76.0
2025-02-02,2100,22.2,81.0
2025-02-02,2200,21.6,84.0
2025-02-02,2300,21.3,88.0
2025-02-03,0,21.1,90.0
2025-02-03,100,20.6,91.0
2025-02-03,200,20.4,92.0
2025-02-03,300,20.2,93.0
2025-02-03,400,20.1,91.0
2025-02-03,500,19.6,94.0
2025-02-03,600,19.5,95.0
2025-02-03,700,19.5,94.0
2025-02-03,800,19.5,93.0
2025-02-03,900,19.3,92.0
2025-02-03,1000,19.4,92.0
2025-02-03,1100,19.7,91.0
2025-02-03,1200,21.1,83.0
2025-02-03,1300,22.4,76.0
2025-02-03,1400,24.1,67.0
2025-02-03,1500,24.6,62.0
2025-02-03,1600,25.9,61.0
2025-02-03,1700,25.7,60.0
2025-02-03,1800,25.3,60.0
2025-02-03,1900,21.4,92.0
2025-02-03,2000,23.7,73.0
2025-02-03,2100,21.1,78.0
2025-02-03,2200,20.5,81.0
2025-02-03,2300,19.2,93.0
2025-02-04,0,19.0,93.0
2025-02-04,100,18.4,94.0
2025-02-04,200,18.5,95.0
2025-02-04,300,19.4,90.0
2025-02-04,400,19.2,92.0
2025-02-04,500,18.8,95.0
2025-02-04,600,18.7,97.0
2025-02-04,700,18.4,97.0
2025-02-04,800,18.2,97.0
2025-02-04,900,18.3,98.0
2025-02-04,1000,19.4,97.0
2025-02-04,1100,21.2,88.0
2025-02-04,1200,22.2,81.0
2025-02-04,1300,24.2,66.0
2025-02-04,1400,24.8,65.0
2025-02-04,1500,25.6,64.0
2025-02-04,1600,24.3,69.0
2025-02-04,1700,25.8,64.0
2025-02-04,1800,25.8,57.0
2025-02-04,1900,25.1,62.0
2025-02-04,2000,25.9,55.0
2025-02-04,2100,25.7,55.0
2025-02-04,2200,24.4,66.0
2025-02-04,2300,23.2,71.0
2025-02-05,0,22.2,73.0
2025-02-05,100,20.8,82.0
2025-02-05,200,19.7,91.0
2025-02-05,300,19.7,86.0
2025-02-05,400,19.6,86.0
2025-02-05,500,20.0,86.0
2025-02-05,600,18.9,91.0
2025-02-05,700,18.4,90.0
2025-02-05,800,19.2,87.0
2025-02-05,900,19.3,85.0
2025-02-05,1000,19.0,94.0
2025-02-05,1100,21.6,81.0
2025-02-05,1200,24.1,67.0
2025-02-05,1300,25.3,63.0
2025-02-05,1400,25.5,58.0
2025-02-05,1500,26.5,54.0
2025-02-05,1600,26.9,51.0
2025-02-05,1700,27.6,45.0
2025-02-05,1800,27.4,46.0
2025-02-05,1900,28.3,43.0
2025-02-05,2000,27.8,41.0
2025-02-05,2100,25.6,54.0
2025-02-05,2200,24.6,59.0
2025-02-05,2300,24.0,64.0
2025-02-06,0,21.5,70.0
2025-02-06,100,19.6,83.0
2025-02-06,200,19.4,84.0
2025-02-06,300,19.3,83.0
2025-02-06,400,21.3,66.0
2025-02-06,500,20.7,66.0
2025-02-06,600,19.9,70.0
2025-02-06,700,20.2,67.0
2025-02-06,800,16.8,85.0
2025-02-06,900,15.9,92.0
2025-02-06,1000,19.4,82.0
2025-02-06,1100,23.3,57.0
2025-02-06,1200,24.3,55.0
2025-02-06,1300,25.4,53.0
2025-02-06,1400,25.9,52.0
2025-02-06,1500,26.7,50.0
2025-02-06,1600,27.3,44.0
2025-02-06,1700,27.7,42.0
2025-02-06,1800,28.3,38.0
2025-02-06,1900,28.3,37.0
2025-02-06,2000,28.0,37.0
2025-02-06,2100,27.1,39.0
2025-02-06,2200,25.6,49.0
2025-02-06,2300,24.6,55.0
2025-02-07,0,23.8,58.0
2025-02-07,100,22.7,59.0
2025-02-07,200,22.0,65.0
2025-02-07,300,21.7,66.0
2025-02-07,400,21.3,67.0
2025-02-07,500,18.8,76.0
2025-02-07,600,20.9,69.0
2025-02-07,700,18.1,85.0
2025-02-07,800,17.4,87.0
2025-02-07,900,16.7,92.0
2025-02-07,1000,21.6,70.0
2025-02-07,1100,23.4,62.0
2025-02-07,1200,24.6,57.0
2025-02-07,1300,25.3,55.0
2025-02-07,1400,26.4,56.0
2025-02-07,1500,26.9,48.0
2025-02-07,1600,28.1,43.0
2025-02-07,1700,28.1,40.0
2025-02-07,1800,27.8,41.0
2025-02-07,1900,28.1,40.0
2025-02-07,2000,28.0,34.0
2025-02-07,2100,26.0,48.0
2025-02-07,2200,24.7,54.0
2025-02-07,2300,23.6,58.0
2025-02-08,0,22.9,64.0
2025-02-08,100,22.4,66.0
2025-02-08,200,21.7,70.0
2025-02-08,300,21.0,73.0
2025-02-08,400,20.6,76.0
2025-02-08,500,17.8,90.0
2025-02-08,600,17.5,92.0
2025-02-08,700,17.0,93.0
2025-02-08,800,18.3,91.0
2025-02-08,900,18.3,86.0
2025-02-08,1000,21.0,78.0
2025-02-08,1100,22.3,74.0
2025-02-08,1200,23.4,64.0
2025-02-08,1300,24.3,63.0
2025-02-08,1400,25.8,59.0
2025-02-08,1500,26.7,51.0
2025-02-08,1600,27.6,47.0
2025-02-08,1700,28.3,46.0
2025-02-08,1800,27.9,42.0
2025-02-08,1900,28.7,39.0
2025-02-08,2000,27.5,44.0
2025-02-08,2100,24.3,62.0
